Province,City,Barangay
NUEVA ECIJA,PEÑARANDA,POBLACION I
NUEVA ECIJA,PEÑARANDA,POBLACION II
NUEVA ECIJA,PEÑARANDA,POBLACION III
NUEVA ECIJA,PEÑARANDA,POBLACION IV
NUEVA ECIJA,PEÑARANDA,SANTO TOMAS
NUEVA ECIJA,PEÑARANDA,SINASAJAN
NUEVA ECIJA,PEÑARANDA,SAN JOSEF
NUEVA ECIJA,PEÑARANDA,SAN MARIANO (MAUGAT)
NUEVA ECIJA,QUEZON,BERTESE
NUEVA ECIJA,QUEZON,DOÑA LUCIA
NUEVA ECIJA,QUEZON,DULONG BAYAN
NUEVA ECIJA,QUEZON,ILOG BALIWAG
NUEVA ECIJA,QUEZON,BARANGAY I (POB.)
NUEVA ECIJA,QUEZON,BARANGAY II (POB.)
NUEVA ECIJA,QUEZON,PULONG BAHAY
NUEVA ECIJA,QUEZON,SAN ALEJANDRO
NUEVA ECIJA,QUEZON,SAN ANDRES I
NUEVA ECIJA,QUEZON,SAN ANDRES II
NUEVA ECIJA,QUEZON,SAN MANUEL
NUEVA ECIJA,QUEZON,SANTA CLARA
NUEVA ECIJA,QUEZON,SANTA RITA
NUEVA ECIJA,QUEZON,SANTO CRISTO
NUEVA ECIJA,QUEZON,SANTO TOMAS FERIA
NUEVA ECIJA,QUEZON,SAN MIGUEL
NUEVA ECIJA,RIZAL,AGBANNAWAG
NUEVA ECIJA,RIZAL,BICOS
NUEVA ECIJA,RIZAL,CABUCBUCAN
NUEVA ECIJA,RIZAL,CALAOCAN DISTRICT
NUEVA ECIJA,RIZAL,CANAAN EAST
NUEVA ECIJA,RIZAL,CANAAN WEST
NUEVA ECIJA,RIZAL,CASILAGAN
NUEVA ECIJA,RIZAL,AGLIPAY (CURVA)
NUEVA ECIJA,RIZAL,DEL PILAR
NUEVA ECIJA,RIZAL,ESTRELLA
NUEVA ECIJA,RIZAL,GENERAL LUNA
NUEVA ECIJA,RIZAL,MACAPSING
NUEVA ECIJA,RIZAL,MALIGAYA
NUEVA ECIJA,RIZAL,PACO ROMAN
NUEVA ECIJA,RIZAL,PAG-ASA
NUEVA ECIJA,RIZAL,POBLACION CENTRAL
NUEVA ECIJA,RIZAL,POBLACION EAST
NUEVA ECIJA,RIZAL,POBLACION NORTE
NUEVA ECIJA,RIZAL,POBLACION SUR
NUEVA ECIJA,RIZAL,POBLACION WEST
NUEVA ECIJA,RIZAL,PORTAL
NUEVA ECIJA,RIZAL,SAN ESTEBAN
NUEVA ECIJA,RIZAL,SANTA MONICA
NUEVA ECIJA,RIZAL,VILLA LABRADOR
NUEVA ECIJA,RIZAL,VILLA PARAISO
NUEVA ECIJA,RIZAL,SAN GREGORIO
NUEVA ECIJA,SAN ANTONIO,BULIRAN
NUEVA ECIJA,SAN ANTONIO,CAMA JUAN
NUEVA ECIJA,SAN ANTONIO,JULO
NUEVA ECIJA,SAN ANTONIO,LAWANG KUPANG
NUEVA ECIJA,SAN ANTONIO,LUYOS
NUEVA ECIJA,SAN ANTONIO,MAUGAT
NUEVA ECIJA,SAN ANTONIO,PANABINGAN
NUEVA ECIJA,SAN ANTONIO,PAPAYA
NUEVA ECIJA,SAN ANTONIO,POBLACION
NUEVA ECIJA,SAN ANTONIO,SAN FRANCISCO
NUEVA ECIJA,SAN ANTONIO,SAN JOSE
NUEVA ECIJA,SAN ANTONIO,SAN MARIANO
NUEVA ECIJA,SAN ANTONIO,SANTA CRUZ
NUEVA ECIJA,SAN ANTONIO,SANTO CRISTO
NUEVA ECIJA,SAN ANTONIO,SANTA BARBARA
NUEVA ECIJA,SAN ANTONIO,TIKIW
NUEVA ECIJA,SAN ISIDRO,ALUA
NUEVA ECIJA,SAN ISIDRO,CALABA
NUEVA ECIJA,SAN ISIDRO,MALAPIT
NUEVA ECIJA,SAN ISIDRO,MANGGA
NUEVA ECIJA,SAN ISIDRO,POBLACION
NUEVA ECIJA,SAN ISIDRO,PULO
NUEVA ECIJA,SAN ISIDRO,SAN ROQUE
NUEVA ECIJA,SAN ISIDRO,SANTO CRISTO
NUEVA ECIJA,SAN ISIDRO,TABON
NUEVA ECIJA,SAN JOSE CITY,A. PASCUAL
NUEVA ECIJA,SAN JOSE CITY,ABAR IST
NUEVA ECIJA,SAN JOSE CITY,ABAR 2ND
NUEVA ECIJA,SAN JOSE CITY,BAGONG SIKAT
NUEVA ECIJA,SAN JOSE CITY,CAANAWAN
NUEVA ECIJA,SAN JOSE CITY,CALAOCAN
NUEVA ECIJA,SAN JOSE CITY,CAMANACSACAN
NUEVA ECIJA,SAN JOSE CITY,CULAYLAY
NUEVA ECIJA,SAN JOSE CITY,DIZOL
NUEVA ECIJA,SAN JOSE CITY,KALIWANAGAN
NUEVA ECIJA,SAN JOSE CITY,KITA-KITA
NUEVA ECIJA,SAN JOSE CITY,MALASIN
NUEVA ECIJA,SAN JOSE CITY,MANICLA
NUEVA ECIJA,SAN JOSE CITY,PALESTINA
NUEVA ECIJA,SAN JOSE CITY,PARANG MANGGA
NUEVA ECIJA,SAN JOSE CITY,VILLA JOSON (PARILLA)
NUEVA ECIJA,SAN JOSE CITY,PINILI
NUEVA ECIJA,SAN JOSE CITY,"RAFAEL RUEDA, SR. POB. (DISTRICT I)"
NUEVA ECIJA,SAN JOSE CITY,FERDINAND E. MARCOS POB. (DISTRICT II)
NUEVA ECIJA,SAN JOSE CITY,CANUTO RAMOS POB. (DISTRICT III)
NUEVA ECIJA,SAN JOSE CITY,RAYMUNDO EUGENIO POB. (DISTRICT IV)
NUEVA ECIJA,SAN JOSE CITY,CRISANTO SANCHEZ POB. (DISTRICT V)
NUEVA ECIJA,SAN JOSE CITY,PORAIS
NUEVA ECIJA,SAN JOSE CITY,SAN AGUSTIN
NUEVA ECIJA,SAN JOSE CITY,SAN JUAN
NUEVA ECIJA,SAN JOSE CITY,SAN MAURICIO
NUEVA ECIJA,SAN JOSE CITY,SANTO NIÑO 1ST
NUEVA ECIJA,SAN JOSE CITY,SANTO NIÑO 2ND
NUEVA ECIJA,SAN JOSE CITY,SANTO TOMAS
NUEVA ECIJA,SAN JOSE CITY,SIBUT
NUEVA ECIJA,SAN JOSE CITY,SINIPIT BUBON
NUEVA ECIJA,SAN JOSE CITY,SANTO NIÑO 3RD
NUEVA ECIJA,SAN JOSE CITY,TABULAC
NUEVA ECIJA,SAN JOSE CITY,TAYABO
NUEVA ECIJA,SAN JOSE CITY,TONDOD
NUEVA ECIJA,SAN JOSE CITY,TULAT
NUEVA ECIJA,SAN JOSE CITY,VILLA FLORESCA
NUEVA ECIJA,SAN JOSE CITY,VILLA MARINA
NUEVA ECIJA,SAN LEONARDO,BONIFACIO DISTRICT (POB.)
NUEVA ECIJA,SAN LEONARDO,BURGOS DISTRICT (POB.)
NUEVA ECIJA,SAN LEONARDO,CASTELLANO
NUEVA ECIJA,SAN LEONARDO,DIVERSION
NUEVA ECIJA,SAN LEONARDO,MAGPAPALAYOC
NUEVA ECIJA,SAN LEONARDO,MALLORCA
NUEVA ECIJA,SAN LEONARDO,MAMBANGNAN
NUEVA ECIJA,SAN LEONARDO,NIEVES
NUEVA ECIJA,SAN LEONARDO,SAN BARTOLOME (POB.)
NUEVA ECIJA,SAN LEONARDO,RIZAL DISTRICT (POB.)
NUEVA ECIJA,SAN LEONARDO,SAN ANTON
NUEVA ECIJA,SAN LEONARDO,SAN ROQUE
NUEVA ECIJA,SAN LEONARDO,TABUATING
NUEVA ECIJA,SAN LEONARDO,TAGUMPAY
NUEVA ECIJA,SAN LEONARDO,TAMBO ADORABLE
NUEVA ECIJA,SANTA ROSA,COJUANGCO (POB.)
NUEVA ECIJA,SANTA ROSA,LA FUENTE
NUEVA ECIJA,SANTA ROSA,LIWAYWAY
NUEVA ECIJA,SANTA ROSA,MALACAÑANG
NUEVA ECIJA,SANTA ROSA,MALIOLIO
NUEVA ECIJA,SANTA ROSA,MAPALAD
NUEVA ECIJA,SANTA ROSA,RIZAL (POB.)
NUEVA ECIJA,SANTA ROSA,RAJAL CENTRO
NUEVA ECIJA,SANTA ROSA,RAJAL NORTE
NUEVA ECIJA,SANTA ROSA,RAJAL SUR
NUEVA ECIJA,SANTA ROSA,SAN GREGORIO
NUEVA ECIJA,SANTA ROSA,SAN MARIANO
NUEVA ECIJA,SANTA ROSA,SAN PEDRO
NUEVA ECIJA,SANTA ROSA,SANTO ROSARIO
NUEVA ECIJA,SANTA ROSA,SOLEDAD
NUEVA ECIJA,SANTA ROSA,VALENZUELA (POB.)
NUEVA ECIJA,SANTA ROSA,ZAMORA (POB.)
NUEVA ECIJA,SANTA ROSA,AGUINALDO
NUEVA ECIJA,SANTA ROSA,BERANG
NUEVA ECIJA,SANTA ROSA,BURGOS
NUEVA ECIJA,SANTA ROSA,DEL PILAR
NUEVA ECIJA,SANTA ROSA,GOMEZ
NUEVA ECIJA,SANTA ROSA,INSPECTOR
NUEVA ECIJA,SANTA ROSA,ISLA
NUEVA ECIJA,SANTA ROSA,LOURDES
NUEVA ECIJA,SANTA ROSA,LUNA
NUEVA ECIJA,SANTA ROSA,MABINI
NUEVA ECIJA,SANTA ROSA,SAN ISIDRO
NUEVA ECIJA,SANTA ROSA,SAN JOSEP
NUEVA ECIJA,SANTA ROSA,SANTA TERESITA
NUEVA ECIJA,SANTA ROSA,SAPSAP
NUEVA ECIJA,SANTA ROSA,TAGPOS
NUEVA ECIJA,SANTA ROSA,TRAMO
NUEVA ECIJA,SANTO DOMINGO,BALOC
NUEVA ECIJA,SANTO DOMINGO,BUASAO
NUEVA ECIJA,SANTO DOMINGO,BURGOS
NUEVA ECIJA,SANTO DOMINGO,CABUGAO
NUEVA ECIJA,SANTO DOMINGO,CASULUCAN
NUEVA ECIJA,SANTO DOMINGO,COMITANG
NUEVA ECIJA,SANTO DOMINGO,CONCEPCION
NUEVA ECIJA,SANTO DOMINGO,DOLORES
NUEVA ECIJA,SANTO DOMINGO,GENERAL LUNA
NUEVA ECIJA,SANTO DOMINGO,HULO
NUEVA ECIJA,SANTO DOMINGO,MABINI
NUEVA ECIJA,SANTO DOMINGO,MALASIN
NUEVA ECIJA,SANTO DOMINGO,MALAYANTOC
NUEVA ECIJA,SANTO DOMINGO,MAMBARAO
NUEVA ECIJA,SANTO DOMINGO,POBLACION
NUEVA ECIJA,SANTO DOMINGO,MALAYA (POOK MALAYA)
NUEVA ECIJA,SANTO DOMINGO,PULONG BULI
NUEVA ECIJA,SANTO DOMINGO,SAGABA
NUEVA ECIJA,SANTO DOMINGO,SAN AGUSTIN
NUEVA ECIJA,SANTO DOMINGO,SAN FABIAN
NUEVA ECIJA,SANTO DOMINGO,SAN FRANCISCO
NUEVA ECIJA,SANTO DOMINGO,SAN PASCUAL
NUEVA ECIJA,SANTO DOMINGO,SANTA RITA
NUEVA ECIJA,SANTO DOMINGO,SANTO ROSARIO
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,BAGONG SIKAT
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,BALANTE
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,BANTUG
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,BICAL
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,CABISUCULAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,CALABALABAAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,CALISITAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,CATALANACAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,CURVA
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,FRANZA
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,GABALDON
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,LABNEY
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,LICAONG
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,LINGLINGAY
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,MANGANDINGAY
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,MAGTANGGOL
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,MALIGAYA
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,MAPANGPANG
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,MARAGOL
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,MATINGKIS
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,NAGLABRAHAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,PALUSAPIS
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,PANDALLA
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,POBLACION EAST
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,POBLACION NORTH
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,POBLACION SOUTH
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,POBLACION WEST
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,RANG-AYAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,RIZAL
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,SAN ANDRES
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,SAN ANTONIO
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,SAN FELIPE
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,SAPANG CAWAYAN
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,VILLA ISLA
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,VILLA NATI
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,VILLA SANTOS
NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,VILLA CUIZON
NUEVA ECIJA,TALAVERA,ANDAL ALINO (POB.)
NUEVA ECIJA,TALAVERA,BAGONG SIKAT
NUEVA ECIJA,TALAVERA,BAGONG SILANG
NUEVA ECIJA,TALAVERA,BAKAL I
NUEVA ECIJA,TALAVERA,BAKAL II
NUEVA ECIJA,TALAVERA,BAKAL III
NUEVA ECIJA,TALAVERA,BALUGA
NUEVA ECIJA,TALAVERA,BANTUG
NUEVA ECIJA,TALAVERA,BANTUG HACIENDA
NUEVA ECIJA,TALAVERA,BANTUG HAMOG (BASANG HAMOG)
NUEVA ECIJA,TALAVERA,BUGTONG NA BULI
NUEVA ECIJA,TALAVERA,BULAC
NUEVA ECIJA,TALAVERA,BURNAY
NUEVA ECIJA,TALAVERA,CALIPAHAN
NUEVA ECIJA,TALAVERA,CAMPOS
NUEVA ECIJA,TALAVERA,CASULUCAN ESTE
NUEVA ECIJA,TALAVERA,COLLADO
NUEVA ECIJA,TALAVERA,DIMASALANG NORTE
NUEVA ECIJA,TALAVERA,DIMASALANG SUR
NUEVA ECIJA,TALAVERA,DINARAYAT
NUEVA ECIJA,TALAVERA,ESGUERRA DISTRICT (POB.)
NUEVA ECIJA,TALAVERA,GULOD
NUEVA ECIJA,TALAVERA,HOMESTEAD I
NUEVA ECIJA,TALAVERA,HOMESTEAD II
NUEVA ECIJA,TALAVERA,CABUBULAONAN
NUEVA ECIJA,TALAVERA,CAANIPLAHAN
NUEVA ECIJA,TALAVERA,CAPUTICAN
NUEVA ECIJA,TALAVERA,KINALANGUYAN
NUEVA ECIJA,TALAVERA,LA TORRE
NUEVA ECIJA,TALAVERA,LOMBOY
NUEVA ECIJA,TALAVERA,MABUHAY
NUEVA ECIJA,TALAVERA,MAESTRANG KIKAY (POB.)
NUEVA ECIJA,TALAVERA,MAMANDIL
NUEVA ECIJA,TALAVERA,MARCOS DISTRICT (POB.)
NUEVA ECIJA,TALAVERA,PUROK MATIAS (POB.)
NUEVA ECIJA,TALAVERA,MATINGKIS
NUEVA ECIJA,TALAVERA,MINABUYOC
NUEVA ECIJA,TALAVERA,PAG-ASA (POB.)
NUEVA ECIJA,TALAVERA,PALUDPOD
NUEVA ECIJA,TALAVERA,PANTOC BULAC
NUEVA ECIJA,TALAVERA,PINAGPANAAN
NUEVA ECIJA,TALAVERA,POBLACION SUR
NUEVA ECIJA,TALAVERA,PULA
NUEVA ECIJA,TALAVERA,PULONG SAN MIGUEL (POB.)
NUEVA ECIJA,TALAVERA,SAMPALOC
NUEVA ECIJA,TALAVERA,SAN MIGUEL NA MUNTI
NUEVA ECIJA,TALAVERA,SAN PASCUAL
NUEVA ECIJA,TALAVERA,SAN RICARDO
NUEVA ECIJA,TALAVERA,SIBUL
NUEVA ECIJA,TALAVERA,SICSICAN MATANDA
NUEVA ECIJA,TALAVERA,TABACAO
NUEVA ECIJA,TALAVERA,TAGAYTAY
NUEVA ECIJA,TALAVERA,VALLE
NUEVA ECIJA,TALUGTUG,ALULA
NUEVA ECIJA,TALUGTUG,BAYBAYABAS
NUEVA ECIJA,TALUGTUG,BUTED
NUEVA ECIJA,TALUGTUG,CABIANGAN
NUEVA ECIJA,TALUGTUG,CALISITAN
NUEVA ECIJA,TALUGTUG,CINENSE
NUEVA ECIJA,TALUGTUG,CULIAT
NUEVA ECIJA,TALUGTUG,MAASIN
NUEVA ECIJA,TALUGTUG,MAGSAYSAY (POB.)
NUEVA ECIJA,TALUGTUG,MAYAMOT I
NUEVA ECIJA,TALUGTUG,MAYAMOT II
NUEVA ECIJA,TALUGTUG,NANGABULAN
NUEVA ECIJA,TALUGTUG,OSMEÑA (POB.)
NUEVA ECIJA,TALUGTUG,PANGIT
NUEVA ECIJA,TALUGTUG,PATOLA
NUEVA ECIJA,TALUGTUG,QUEZON (POB.)
NUEVA ECIJA,TALUGTUG,QUIRINO (POB.)
NUEVA ECIJA,TALUGTUG,ROXAS (POB.)
NUEVA ECIJA,TALUGTUG,SAGUING
NUEVA ECIJA,TALUGTUG,SAMPALOC
NUEVA ECIJA,TALUGTUG,SANTA CATALINA
NUEVA ECIJA,TALUGTUG,SANTO DOMINGO
NUEVA ECIJA,TALUGTUG,SARINGAYA
NUEVA ECIJA,TALUGTUG,SAVERONA
NUEVA ECIJA,TALUGTUG,TANDOC
NUEVA ECIJA,TALUGTUG,TIBAG
NUEVA ECIJA,TALUGTUG,VILLA ROSARIO
NUEVA ECIJA,TALUGTUG,VILLA BOADO
NUEVA ECIJA,ZARAGOZA,BATITANG
NUEVA ECIJA,ZARAGOZA,CARMEN
NUEVA ECIJA,ZARAGOZA,CONCEPCION
NUEVA ECIJA,ZARAGOZA,DEL PILAR
NUEVA ECIJA,ZARAGOZA,GENERAL LUNA
NUEVA ECIJA,ZARAGOZA,H. ROMERO
NUEVA ECIJA,ZARAGOZA,MACARSE
NUEVA ECIJA,ZARAGOZA,MANAUL
NUEVA ECIJA,ZARAGOZA,MAYAMOT
NUEVA ECIJA,ZARAGOZA,PANTOC
NUEVA ECIJA,ZARAGOZA,SAN VICENTE (POB.)
NUEVA ECIJA,ZARAGOZA,SAN ISIDRO
NUEVA ECIJA,ZARAGOZA,SAN RAFAEL
NUEVA ECIJA,ZARAGOZA,SANTA CRUZ
NUEVA ECIJA,ZARAGOZA,SANTA LUCIA OLD
NUEVA ECIJA,ZARAGOZA,SANTA LUCIA YOUNG
NUEVA ECIJA,ZARAGOZA,SANTO ROSARIO OLD
NUEVA ECIJA,ZARAGOZA,SANTO ROSARIO YOUNG
NUEVA ECIJA,ZARAGOZA,VALERIANA
NUEVA VIZCAYA,ALFONSO CASTANEDA,ABUYO
NUEVA VIZCAYA,ALFONSO CASTANEDA,GALINTUJA
NUEVA VIZCAYA,ALFONSO CASTANEDA,CAUAYAN
NUEVA VIZCAYA,ALFONSO CASTANEDA,LIPUGA
NUEVA VIZCAYA,ALFONSO CASTANEDA,LUBLUB (POB.)
NUEVA VIZCAYA,ALFONSO CASTANEDA,PELAWAY
